Taxon	Brachiuropus_grewingkii	Acanthogammarus_victorii	Garjajewia_cabanisi	Macrohectopus_branickii
Brachiuropus_grewingkii	0.0	0.9662899642615667	0.9698129840690133	0.9952746975806451
Acanthogammarus_victorii	0.9662899642615667	0.0	0.9280354936538245	0.9988638835843264
Garjajewia_cabanisi	0.9698129840690133	0.9280354936538245	0.0	0.9840310684113667
Macrohectopus_branickii	0.9952746975806451	0.9988638835843264	0.9840310684113667	0.0
